age,tenure_months,monthly_charges,num_services,promo_flag,churn
64,54,99.69,1,1,0
18,54,103.83,4,0,0
52,25,93.49,1,0,1
79,28,59.14,3,0,0
35,30,106.39,1,1,0
35,61,94.2,4,1,0
72,64,94.32,1,1,0
21,30,110.16,4,1,0
42,69,79.87,3,1,0
46,41,72.86,1,0,1
67,28,109.02,3,1,0
25,1,65.45,4,1,0
44,44,101.16,1,1,0
27,46,25.38,4,0,0
66,69,20.13,4,0,0
57,51,72.83,3,0,0
48,3,27.36,2,0,0
42,41,117.65,1,1,0
27,53,20.55,2,0,0
75,36,91.81,4,0,0
58,31,44.34,3,0,0
37,58,116.76,3,1,0
43,44,58.15,4,0,0
63,49,22.73,2,0,0
62,33,22.69,1,0,0
46,20,75.34,4,1,0
36,37,118.67,3,0,0
58,69,117.98,3,0,0
58,43,53.73,3,1,0
55,51,68.27,4,0,0
22,9,30.05,4,0,0
47,71,72.22,3,1,0
56,18,79.97,4,0,1
76,69,45.11,2,1,0
50,32,81.21,3,1,0
39,66,109.97,4,0,0
52,64,20.1,1,0,0
28,54,42.89,3,1,0
23,66,40.99,3,0,0
60,44,32.39,3,0,0
79,61,36.61,4,1,0
70,13,82.59,2,0,0
54,5,30.27,1,0,1
20,39,93.85,1,0,0
79,58,108.7,4,1,0
45,55,112.66,3,1,0
35,38,86.02,3,1,0
73,37,39.74,2,1,0
64,44,28.53,2,1,0
64,62,43.2,4,1,0
35,60,116.2,3,0,0
79,8,116.23,4,1,0
46,43,58.19,4,1,0
50,28,52.58,4,0,0
64,57,71.0,3,1,0
58,36,49.17,1,0,0
28,71,117.97,3,1,0
36,31,42.12,3,0,0
40,49,56.91,3,1,0
76,8,62.94,1,1,0
62,67,32.51,4,1,0
40,11,58.28,4,0,0
63,27,105.67,2,0,1
63,60,34.04,2,1,0
42,69,78.4,1,1,0
42,35,60.66,4,1,0
73,35,37.05,1,0,1
52,4,21.23,2,1,0
27,70,47.33,2,0,0
62,2,26.18,2,0,0
54,2,57.68,3,0,1
49,34,101.02,4,0,0
62,1,91.97,4,1,1
74,12,114.74,3,1,1
38,45,62.7,1,0,0
43,51,90.78,4,1,0
29,22,86.53,2,0,1
58,57,41.7,4,0,0
42,44,50.36,2,0,0
39,17,72.98,3,1,0
61,51,99.67,2,0,0
43,43,66.18,2,1,0
46,58,42.77,1,0,0
45,11,119.35,3,0,1
34,17,31.56,2,1,0
25,22,115.59,4,1,0
69,25,100.9,2,0,1
23,64,103.89,4,0,0
38,53,99.49,2,1,0
59,39,40.82,2,1,1
26,39,83.26,1,0,0
58,63,95.67,3,0,0
63,32,94.57,1,0,0
59,16,47.16,2,0,0
36,10,38.11,4,1,0
19,24,52.81,3,0,0
73,47,67.98,3,1,0
38,34,77.38,4,1,1
67,30,103.7,4,0,0
30,35,96.9,4,1,0
28,70,87.62,3,1,0
66,71,46.35,2,0,0
76,12,67.89,1,0,0
71,9,53.54,2,0,0
64,18,43.49,3,0,0
33,61,21.02,2,0,0
74,33,53.95,3,1,0
59,62,45.61,1,0,0
28,46,77.19,1,0,0
26,40,26.23,2,1,1
72,20,47.05,1,0,0
35,25,24.48,4,0,0
65,11,84.14,2,0,1
26,37,76.82,2,1,0
35,20,53.75,2,1,0
35,21,34.73,2,1,0
35,3,115.79,4,1,1
59,57,78.44,3,0,0
74,67,87.91,1,0,0
74,36,73.13,1,1,0
63,39,100.65,1,0,0
30,66,109.64,2,1,0
77,37,58.27,3,1,0
51,45,89.0,4,1,0
51,31,42.99,2,0,1
61,37,85.19,1,1,0
65,38,59.92,1,0,0
77,51,20.68,2,0,0
54,43,115.55,2,1,0
55,36,106.84,3,0,1
64,6,49.08,1,0,0
33,65,119.78,1,1,1
37,64,51.71,3,0,0
56,14,65.88,2,0,0
21,21,105.13,2,0,0
37,70,50.46,1,1,0
62,23,65.05,1,1,1
78,58,86.56,2,1,0
50,56,33.05,2,0,0
42,62,62.24,4,0,0
45,2,50.94,4,0,0
60,35,87.68,2,0,1
51,41,33.6,2,0,0
19,60,43.27,2,0,0
51,16,91.14,3,1,0
42,22,35.62,2,1,0
61,13,62.2,4,0,1
72,55,91.29,4,0,0
77,71,96.55,2,0,0
55,10,29.49,1,0,0
40,17,105.2,1,0,0
45,22,92.4,4,1,1
28,64,53.93,2,0,0
76,32,96.38,2,1,0
70,21,92.83,3,0,0
70,23,80.09,4,1,0
38,43,75.85,2,1,1
37,28,93.47,2,1,0
71,10,119.93,4,1,0
51,59,77.86,1,0,0
61,30,100.87,4,0,1
48,19,94.43,3,1,0
45,52,105.58,1,1,0
57,53,115.45,1,1,1
68,12,39.31,3,0,1
38,6,36.55,4,0,0
68,4,78.64,1,0,1
33,55,64.93,3,0,0
42,45,77.07,4,0,0
74,57,99.8,3,0,0
77,45,113.17,3,1,0
75,29,61.74,1,1,0
37,42,91.79,3,0,0
70,52,39.68,3,1,0
76,29,73.46,1,1,0
78,65,22.18,2,1,0
19,64,70.38,4,1,0
64,57,74.53,4,1,0
79,71,93.54,1,0,0
65,28,84.95,3,0,0
32,9,55.84,3,0,0
65,35,20.57,3,1,0
24,53,31.55,3,1,0
47,56,117.31,4,1,1
56,28,112.23,2,0,1
46,21,52.51,3,1,0
61,32,45.89,3,1,0
32,58,63.64,3,0,0
55,5,88.99,4,1,1
57,24,55.68,1,1,0
57,17,26.73,4,1,0
35,58,60.28,3,1,0
36,34,46.06,4,1,0
33,7,52.49,2,0,1
46,19,36.3,2,1,0
54,4,85.88,1,1,0
40,34,72.66,4,1,0
43,71,47.09,4,0,0
35,41,75.39,2,1,0
31,62,69.27,1,0,0
58,53,99.6,3,0,0
68,63,115.6,3,1,1
36,23,33.07,3,0,0
71,68,108.39,1,0,0
53,17,90.48,4,1,0
28,32,89.26,2,1,1
40,49,57.43,3,1,0
18,21,54.39,4,1,0
20,19,20.56,3,0,0
38,10,118.22,1,0,0
46,1,80.65,4,1,0
67,36,60.23,3,0,0
26,71,74.38,4,0,0
70,16,24.05,3,0,0
32,32,37.37,4,0,0
26,67,82.34,4,0,0
61,55,71.43,1,1,0
66,1,98.71,1,1,1
55,36,85.87,1,1,0
25,11,80.14,4,0,1
25,18,101.53,1,1,0
42,18,26.83,2,1,0
45,44,89.09,4,1,0
79,15,91.56,2,0,1
35,18,47.52,1,1,0
29,17,39.56,2,0,0
76,26,41.39,1,1,0
27,47,39.81,2,1,0
19,29,72.38,3,0,0
44,24,33.56,3,0,0
42,37,85.93,3,0,0
56,44,30.51,1,1,0
72,2,22.69,4,0,0
75,64,51.93,2,1,0
35,66,39.19,2,1,0
78,43,118.87,3,1,1
57,41,50.3,1,0,0
22,50,42.21,2,0,0
76,32,39.68,2,1,0
26,26,57.39,1,0,0
54,26,80.58,4,0,0
67,12,98.19,2,1,0
33,60,56.46,1,0,0
34,23,82.6,2,0,0
47,21,68.21,4,1,0
72,69,104.65,3,1,0
31,36,76.9,3,0,0
59,45,48.99,4,1,0
46,18,90.36,1,1,0
24,20,102.01,3,1,1
62,52,66.54,2,1,0
69,33,118.72,3,1,0
53,11,107.91,4,0,0
28,60,39.7,1,1,0
27,29,98.68,1,1,0
44,48,80.1,4,0,0
49,25,73.48,2,0,0
52,40,71.39,2,1,1
33,56,105.34,1,1,1
49,63,81.09,2,1,0
36,15,73.77,1,1,0
60,48,24.89,1,0,0
67,65,64.83,1,0,0
58,46,110.8,1,1,0
18,11,91.17,4,1,0
79,14,25.1,4,0,0
19,15,108.4,4,1,0
79,8,102.67,1,0,0
19,54,74.67,2,0,0
50,69,22.24,2,1,0
24,37,76.24,3,0,0
23,43,25.46,1,1,0
60,55,52.04,1,1,0
63,30,82.89,4,0,0
25,34,111.29,2,0,0
78,42,55.78,4,1,0
37,22,106.0,1,0,0
37,5,111.84,4,0,0
36,41,22.1,3,0,0
46,59,43.94,4,0,0
29,6,90.99,3,0,0
44,16,95.68,4,0,0
31,19,59.24,2,0,1
21,58,85.68,2,1,0
40,36,81.22,1,1,0
59,38,93.98,1,0,0
65,46,91.87,4,0,0
39,20,28.59,2,0,0
38,51,35.83,1,0,1
66,3,33.27,2,1,0
60,9,113.25,2,0,1
69,58,111.35,3,0,0
74,47,99.74,1,0,0
68,13,31.67,1,0,0
76,32,77.43,3,0,0
43,4,38.72,1,0,0
42,48,56.84,2,0,0
37,54,46.71,3,1,0
32,20,102.89,3,1,1
64,25,34.45,1,1,0
62,17,84.62,3,1,0
67,28,118.39,1,1,1
28,20,88.71,1,1,0
48,18,27.92,1,0,0
31,31,110.78,3,1,0
73,62,84.31,3,0,0
34,55,65.63,3,1,0
26,22,85.97,1,1,0
53,67,107.9,2,0,0
72,15,67.71,1,0,0
74,65,73.13,2,0,0
23,22,65.24,1,0,1
38,39,27.26,3,0,0
27,15,98.71,4,0,1
37,55,32.64,4,1,0
51,23,59.46,1,0,1
35,62,58.68,1,1,0
22,6,48.0,1,0,0
49,36,60.25,4,1,0
21,12,81.8,4,1,1
32,64,51.14,1,0,0
18,30,37.25,4,0,0
23,48,106.94,3,1,0
45,63,117.08,1,1,0
70,39,65.86,2,0,0
66,5,52.7,2,0,1
24,16,24.75,4,1,0
20,16,23.69,1,1,0
38,65,59.29,1,0,1
58,65,113.02,3,1,0
64,34,93.07,2,1,0
69,64,54.93,2,1,0
39,18,116.8,4,0,1
28,49,62.88,4,0,0
19,28,47.68,3,1,0
27,18,62.64,4,1,0
22,18,41.15,4,1,0
71,30,108.56,3,0,0
34,25,56.12,4,1,0
69,15,85.8,1,1,1
52,24,58.9,1,1,0
51,10,110.17,4,1,0
46,69,84.24,1,0,0
68,27,68.83,3,1,0
20,8,33.21,2,0,0
23,41,110.19,4,1,0
44,63,74.68,3,1,0
42,26,48.51,1,1,0
51,61,107.79,2,0,0
63,44,25.44,3,1,0
54,53,51.41,4,1,0
33,22,73.68,4,0,0
38,3,53.98,4,0,0
64,25,67.67,4,0,0
30,66,46.43,4,0,0
49,57,33.01,3,1,0
51,56,23.69,2,1,0
64,63,35.76,3,1,0
62,27,115.29,4,1,0
46,23,77.54,2,0,0
37,66,68.9,4,1,0
40,41,58.43,3,0,1
43,22,90.84,1,0,0
31,20,34.13,4,1,0
56,63,47.61,4,1,0
30,4,85.59,3,0,1
58,5,67.91,1,0,1
64,53,97.01,1,0,0
77,1,109.71,4,0,0
25,13,102.34,1,0,0
65,71,38.42,2,0,0
23,31,29.15,3,0,0
38,52,36.94,1,0,0
28,35,98.35,4,1,0
28,7,111.38,3,0,1
28,14,112.54,1,0,0
20,55,49.82,2,1,0
69,7,104.03,2,0,0
21,43,73.62,1,1,0
42,25,102.28,4,1,0
61,27,74.84,2,1,0
79,68,34.59,3,0,0
70,44,27.92,3,0,0
26,44,115.72,1,0,0
79,25,62.58,3,0,0
58,28,55.05,2,0,0
29,49,55.63,1,1,0
45,3,57.89,2,0,0
74,17,114.5,3,1,1
42,43,26.27,1,1,0
29,45,31.91,4,0,0
72,7,98.97,3,0,0
77,56,74.94,2,1,0
78,39,32.85,3,0,0
77,17,23.45,2,1,0
72,54,42.42,3,0,1
46,71,46.08,1,0,0
29,31,21.42,3,0,0
56,21,41.61,1,0,0
31,22,93.83,1,0,0
47,43,105.54,2,1,0
58,4,109.82,1,0,1
76,35,58.99,2,1,0
35,2,51.94,1,0,0
33,3,119.99,1,0,1
63,31,96.93,1,0,0
18,53,73.74,4,0,0
53,63,45.48,3,1,0
64,7,52.13,1,0,0
52,18,71.54,1,0,0
41,30,74.21,4,1,0
69,41,21.37,3,0,0
41,71,115.94,4,1,0
62,49,77.56,1,1,0
46,39,78.92,2,1,1
19,5,41.15,1,0,0
50,6,96.5,2,0,1
21,11,93.73,1,1,1
75,47,29.52,1,0,0
55,24,79.5,3,0,0
41,18,85.82,4,1,1
48,48,103.56,3,0,0
56,58,40.61,4,1,0
34,32,107.76,4,1,1
35,63,66.15,4,1,0
43,53,29.65,1,0,0
34,51,30.56,2,1,0
64,62,39.78,3,0,0
24,14,48.28,4,1,0
69,54,69.64,4,1,0
39,68,94.88,3,0,0
52,71,38.67,2,1,0
27,42,119.27,2,1,0
41,54,36.15,1,0,0
64,64,79.94,2,0,0
34,61,112.89,1,1,0
26,64,103.25,4,0,0
50,60,84.79,1,0,0
28,28,91.55,2,0,0
37,52,33.42,4,1,0
45,30,20.97,4,1,0
52,57,63.41,2,0,0
57,58,28.95,2,0,0
59,67,55.78,3,1,0
70,42,42.37,4,0,0
22,34,111.63,4,0,1
40,12,108.01,3,1,0
18,46,101.89,2,1,0
18,41,91.39,2,0,0
31,37,35.41,3,0,0
55,49,24.84,4,0,0
73,61,85.39,1,1,0
65,11,84.23,4,1,0
58,31,56.94,2,1,0
66,52,67.27,1,0,0
28,59,68.91,1,1,0
70,56,43.99,2,0,0
73,57,51.42,1,1,0
23,61,61.84,1,1,1
47,69,80.32,2,0,0
69,44,115.58,4,1,0
47,18,73.85,3,1,1
70,41,93.12,1,1,0
76,51,100.7,3,0,0
47,8,31.35,2,0,0
21,54,85.31,3,1,0
39,39,68.21,1,1,0
31,67,77.24,1,1,0
47,16,23.84,2,0,1
54,65,110.62,4,0,0
46,32,115.28,3,0,0
30,41,20.35,1,0,0
36,47,41.28,4,1,0
60,42,38.02,4,1,0
19,65,98.13,3,0,0
31,12,79.81,3,1,0
73,52,37.73,1,0,0
24,70,101.4,3,1,0
43,16,55.35,4,1,0
30,19,66.09,2,1,0
24,34,58.73,1,0,0
44,52,72.14,4,0,0
50,69,68.01,3,0,0
28,57,47.46,3,1,0
22,57,62.46,3,0,0
26,32,110.83,1,1,0
58,46,70.29,1,1,0
71,15,111.64,4,1,1
29,33,75.01,4,1,0
37,14,96.88,1,1,0
39,2,49.36,3,1,1
40,61,99.04,3,1,0
33,58,46.43,2,1,0
21,37,21.95,3,1,0
50,2,36.07,4,1,0
40,7,22.17,4,1,0
39,8,114.71,1,1,1
34,51,120.0,2,1,0
75,15,96.22,4,0,1
55,18,30.81,1,1,0
43,62,109.89,4,1,0
30,63,94.38,2,0,0
67,55,53.22,3,1,0
73,22,70.23,2,0,0
20,42,86.18,4,1,0
75,15,22.41,3,1,0
61,61,70.15,3,1,0
24,7,93.24,2,1,1
64,53,38.82,1,1,0
24,37,64.38,4,1,0
21,54,73.25,2,1,0
25,33,93.56,1,1,0
46,12,116.45,4,1,0
56,54,104.83,1,0,0
43,45,82.15,3,1,0
25,33,78.36,2,0,0
30,27,80.32,4,0,1
70,25,74.52,1,1,0
77,35,25.94,4,1,0
64,19,89.83,1,1,0
24,21,91.63,4,0,0
68,20,71.25,2,0,0
60,1,107.04,1,1,1
50,66,87.24,2,0,0
26,17,56.27,1,0,0
79,12,21.97,2,0,0
45,11,25.92,3,1,0
20,71,55.18,3,0,0
31,34,66.21,3,0,0
42,24,36.69,4,1,0
21,29,38.93,2,1,0
38,7,43.02,3,0,0
47,23,98.05,1,0,1
76,18,97.13,2,0,1
23,58,58.29,3,0,0
53,5,37.24,1,1,0
74,31,31.09,2,0,0
67,57,28.71,1,1,0
75,60,59.13,4,0,0
28,37,24.55,3,1,0
67,16,53.36,3,0,0
78,24,116.15,3,0,1
38,16,70.75,1,1,0
48,48,102.26,1,0,0
50,21,32.93,2,1,0
48,45,46.81,1,0,0
35,47,114.65,2,1,1
78,67,58.36,2,1,0
77,27,84.84,4,1,0
41,69,117.61,2,0,0
67,29,75.08,1,0,0
42,49,50.53,4,1,0
67,47,73.19,1,1,0
54,59,25.46,1,1,0
47,34,31.24,2,1,0
25,57,20.72,1,1,0
58,26,108.42,4,1,0
37,35,87.13,2,0,0
31,36,49.83,4,0,0
29,51,42.12,1,0,0
78,44,88.31,3,1,0
24,6,111.95,1,1,0
67,58,49.91,1,0,0
71,54,52.16,2,0,0
19,8,105.42,4,0,0
54,69,109.34,2,1,0
53,47,111.4,4,0,0
40,7,49.32,1,0,0
59,35,32.03,2,0,0
43,60,64.0,3,1,0
45,20,49.58,2,1,0
44,67,108.39,3,1,0
67,30,23.66,3,1,0
57,17,83.39,1,0,0
41,26,110.62,3,0,0
75,38,117.67,4,1,1
67,49,85.01,4,1,0
75,66,114.99,2,1,0
63,14,27.57,2,1,0
42,69,55.93,4,1,0
65,38,20.87,4,1,0
38,10,118.12,4,0,0
34,66,110.27,4,0,0
45,25,22.81,2,0,0
78,45,21.81,1,0,0
53,50,56.7,1,1,0
41,1,45.85,2,1,0
46,16,104.69,4,0,1
36,49,36.05,2,1,0
58,24,99.06,2,1,0
39,1,75.45,4,1,0
52,2,57.74,1,0,1
40,59,34.57,3,0,0
37,11,119.77,3,1,1
78,8,81.8,4,0,0
39,40,63.94,2,0,0
22,9,57.11,3,1,0
41,47,110.57,4,1,0
50,39,102.12,4,0,0
23,47,101.12,3,0,0
36,35,81.62,3,1,1
28,56,108.8,4,0,0
49,46,49.93,4,1,0
62,30,90.37,3,0,1
78,2,60.44,2,0,0
42,20,80.0,3,1,0
71,10,119.82,1,0,0
31,2,118.45,3,0,0
66,20,71.26,2,1,0
52,15,77.39,4,1,0
65,6,109.73,3,0,0
64,23,118.56,4,0,0
51,36,97.86,4,0,1
33,13,26.52,4,1,0
50,20,52.26,1,1,0
69,2,109.66,4,1,1
78,4,96.84,2,0,0
75,12,94.22,3,0,0
29,33,86.79,2,0,0
55,48,61.53,2,0,0
24,56,60.32,4,0,0
59,45,100.89,4,0,0
79,44,49.38,3,0,0
21,67,88.48,1,1,0
58,19,92.62,1,0,1
76,57,104.46,1,1,0
70,67,51.99,4,0,0
42,41,94.19,2,0,0
24,60,30.65,1,1,0
75,10,33.81,3,1,0
75,63,61.73,4,1,1
53,41,25.52,3,1,0
78,16,114.77,2,0,0
18,5,110.19,1,1,1
56,52,24.89,4,1,1
20,31,103.83,1,1,1
76,23,70.89,4,1,0
60,28,90.2,1,1,1
74,71,108.69,1,1,0
52,31,77.7,2,1,1
23,6,31.63,1,0,1
19,20,20.26,1,1,0
38,11,69.69,1,1,0
64,49,114.92,3,0,0
27,57,77.26,4,0,1
70,60,57.29,1,1,0
32,45,23.09,3,0,0
48,55,111.5,2,1,1
30,30,52.72,2,0,0
46,45,90.48,2,1,1
46,8,89.42,4,1,0
18,39,45.39,3,0,0
53,40,26.38,3,0,0
66,3,58.5,4,1,0
76,39,51.71,3,0,0
38,52,90.03,1,0,0
72,27,101.98,1,1,0
72,39,42.24,2,1,0
79,21,72.82,1,0,0
41,20,24.06,3,0,0
70,10,41.43,2,1,0
53,24,96.18,1,1,0
21,58,99.34,2,0,0
34,67,97.64,4,0,0
59,46,34.24,4,0,0
27,45,75.1,4,0,0
44,44,62.27,4,1,0
66,34,119.15,3,0,0
27,31,85.41,4,1,0
48,45,113.52,4,0,0
31,56,34.54,3,1,0
51,30,65.09,2,0,0
32,41,97.16,4,1,0
77,34,56.79,2,1,0
22,21,83.25,1,0,0
77,21,71.17,1,1,0
67,6,119.19,3,0,1
71,32,37.39,1,1,0
70,51,113.53,1,1,0
29,49,60.16,1,1,0
75,70,66.8,3,1,0
54,3,72.86,2,0,0
77,55,46.54,3,0,0
72,57,116.37,3,1,0
53,31,111.15,4,0,0
41,21,117.29,1,1,0
25,26,119.69,2,1,1
24,49,86.98,3,0,0
42,62,65.17,2,1,0
68,46,105.07,1,1,1
49,37,22.38,1,0,0
47,47,103.44,2,1,0
33,6,69.73,2,0,0
52,44,87.32,1,1,0
57,3,57.4,2,1,1
78,69,56.86,3,1,0
63,64,23.17,4,0,0
55,37,62.38,3,0,0
74,27,60.84,1,0,1
44,52,42.48,3,1,0
75,46,44.73,1,1,0
40,51,78.41,1,0,0
25,37,51.78,3,0,0
43,17,103.03,2,1,1
25,6,31.14,2,0,0
25,21,77.76,4,0,0
72,38,36.0,1,1,0
67,31,72.82,1,0,1
31,36,75.25,3,1,0
69,20,84.23,2,0,0
22,67,62.74,4,1,0
35,27,70.95,1,0,0
61,61,38.1,2,1,0
36,28,66.3,1,0,0
63,32,57.3,1,1,0
72,43,86.61,2,0,0
22,19,63.48,3,0,1
19,16,97.93,1,1,0
76,27,62.6,4,0,1
50,58,43.58,3,1,0
49,11,47.37,2,1,0
46,32,24.53,4,0,0
44,48,73.99,2,0,0
60,51,103.09,1,1,0
53,31,96.91,4,0,0
28,6,63.78,1,1,0
56,2,39.61,4,0,0
59,34,106.35,4,0,0
25,58,25.68,4,0,0
41,3,59.92,2,1,0
67,64,105.66,3,0,0
56,48,59.32,4,0,0
26,1,31.79,1,1,0
20,25,46.59,2,0,1
54,16,80.0,2,0,1
46,68,35.2,3,0,0
77,40,85.49,3,1,0
50,24,63.82,4,0,0
75,20,53.44,2,0,0
31,41,44.09,1,1,0
45,1,102.33,1,0,1
26,19,59.67,4,1,1
53,12,93.85,2,1,0
29,45,64.04,3,0,0
48,48,29.19,3,1,0
39,34,64.05,4,1,0
29,10,70.77,1,0,0
24,27,65.78,1,0,0
49,60,101.62,3,0,0
76,15,111.09,2,0,1
30,12,98.68,4,0,0
43,8,78.28,1,1,0
31,58,74.14,2,1,1
68,9,84.46,4,1,1
43,42,48.78,4,0,0
78,71,101.18,1,1,0
33,46,105.68,4,0,0
23,30,46.72,1,0,0
54,15,110.28,1,1,1
58,1,104.87,4,0,0
79,12,62.45,1,1,0
72,68,110.9,2,0,0
72,11,32.04,1,0,0
57,2,22.8,3,1,1
40,58,54.79,1,0,0
44,30,76.54,2,0,0
26,26,55.14,2,0,0
44,51,114.21,3,1,0
40,38,45.47,2,1,1
20,65,48.12,1,0,0
30,34,83.48,2,0,0
51,51,20.39,2,0,0
40,63,92.76,2,1,0
79,33,57.75,3,0,0
47,21,117.77,2,1,0
77,70,89.14,2,1,0
58,17,25.22,4,0,1
20,3,29.26,2,1,0
30,42,28.82,2,1,0
61,71,115.26,1,1,0
51,7,88.41,3,1,1
36,61,62.76,3,1,0
50,59,40.05,3,0,0
73,66,107.36,1,1,0
42,30,40.16,2,1,0
20,19,90.67,2,0,0
37,37,96.33,4,1,0
76,11,49.47,2,1,1
65,60,70.49,2,1,0
69,48,42.3,2,1,1
74,35,57.89,4,0,0
25,37,116.51,3,1,0
35,51,89.31,4,1,0
21,38,104.66,2,0,0
18,60,74.06,4,0,0
69,66,43.9,4,0,0
76,68,91.29,3,0,0
27,45,70.06,3,1,0
62,53,37.68,4,0,0
51,23,61.24,4,0,0
22,3,83.48,2,0,0
74,29,93.53,3,0,0
72,62,44.32,2,1,0
53,10,107.6,1,0,0
61,39,57.96,2,0,0
42,14,47.11,4,1,0
67,31,39.51,4,1,0
45,11,100.42,4,0,1
79,53,55.42,4,0,0
21,58,68.34,3,1,0
28,54,42.28,4,1,0
78,51,88.61,1,1,1
35,17,98.1,2,1,0
37,38,53.94,1,1,0
67,8,114.51,4,1,1
29,27,23.06,3,0,0
49,36,33.29,4,0,0
35,48,78.88,2,1,0
30,7,90.14,2,1,0
77,58,45.07,3,0,0
30,33,75.41,3,1,1
23,63,51.84,2,0,0
59,38,75.41,2,1,0
71,39,85.93,3,0,0
25,50,117.28,1,1,0
61,59,65.57,1,0,0
51,12,84.82,1,0,0
69,37,77.8,1,1,0
25,3,51.76,1,0,0
78,34,45.31,1,0,0
56,58,118.79,1,0,0
70,62,40.69,4,1,0
40,21,99.03,1,0,0
76,28,34.66,3,0,0
56,40,100.44,1,1,0
25,29,38.57,4,1,0
75,13,116.72,1,0,0
67,22,88.6,3,1,0
36,29,29.01,3,1,0
51,37,89.32,4,0,0
42,66,80.36,3,0,0
51,39,53.75,3,1,0
77,28,46.07,4,1,0
73,47,91.88,4,0,0
31,55,94.14,2,0,0
78,31,52.72,4,1,0
45,35,107.62,4,1,0
61,16,46.88,3,1,0
65,62,26.99,4,0,0
47,62,79.99,1,1,0
46,13,30.71,3,0,0
46,25,47.67,3,0,0
71,20,70.72,4,1,1
41,66,48.64,1,1,0
35,5,41.5,4,1,0
40,15,90.32,1,1,0
30,23,74.7,2,0,0
42,40,103.98,3,1,0
25,18,78.12,2,1,0
23,39,68.34,4,0,0
62,54,46.13,4,1,0
22,59,99.21,1,0,0
53,8,39.69,2,0,0
66,10,44.22,1,1,0
62,7,104.16,3,0,0
45,65,94.12,4,1,0
30,47,81.29,3,1,1
75,38,23.89,1,1,0
69,57,32.73,1,1,0
55,42,70.0,1,1,0
23,17,94.63,2,0,1
20,37,66.41,3,1,0
37,50,21.73,1,1,0
27,3,38.43,4,0,0
71,44,78.88,2,1,0
30,36,89.42,3,1,1
35,5,23.34,3,0,1
78,19,24.33,3,0,0
68,32,46.13,2,0,0
31,25,28.35,2,1,0
41,21,74.19,2,0,0
49,47,32.37,1,0,0
59,29,84.82,2,1,0
76,36,97.72,4,1,1
72,57,117.05,4,1,0
78,7,114.84,4,1,1
20,26,47.34,2,1,0
32,6,22.94,2,1,0
52,66,52.94,1,0,0
21,14,90.85,2,0,0
40,59,25.98,3,1,0
27,14,55.97,2,1,0
75,24,49.8,3,1,0
21,44,41.93,1,0,0
27,60,90.61,2,0,0
30,13,85.91,2,0,0
27,16,73.55,2,0,0
53,63,111.08,1,1,0
40,23,30.31,2,1,1
74,15,34.97,4,1,0
34,53,58.34,4,1,0
51,7,85.59,2,0,1
58,62,78.41,2,1,1
56,63,27.4,3,1,0
67,61,115.84,2,1,0
30,21,50.51,3,0,0
49,9,55.9,2,0,0
67,31,82.36,4,1,0
71,24,114.52,3,0,1
56,69,86.27,4,1,0
58,45,115.48,4,1,1
71,68,38.76,2,1,0
56,54,81.88,2,1,0
76,51,102.89,1,1,0
25,8,70.9,3,1,1
39,5,56.22,3,1,1
24,4,118.48,2,0,1
23,43,34.1,1,1,0
47,15,61.09,4,1,0
32,71,107.34,1,0,1
43,10,110.05,3,0,0
45,68,118.04,1,0,0
56,48,108.48,1,0,0
76,8,25.1,4,1,0
70,5,112.98,3,1,0
41,29,62.82,1,0,0
38,25,85.16,1,0,0
65,23,59.43,2,1,1
25,38,101.37,3,1,1
51,10,77.59,2,0,0
44,10,104.55,4,1,0
29,50,39.38,3,1,0
56,71,38.5,3,0,0
37,20,64.04,2,0,1
29,67,20.48,3,1,0
58,25,89.29,4,1,1
28,24,49.61,1,1,0
59,7,75.73,3,1,0
28,31,27.0,4,1,0
44,36,37.06,2,0,1
68,48,82.29,4,0,0
32,12,50.57,2,1,0
65,14,41.47,1,0,0
62,31,42.88,4,0,0
73,5,41.48,2,0,0
28,11,82.29,4,1,1
62,45,36.77,2,1,0
76,68,56.27,2,1,0
65,41,88.79,3,0,0
29,11,71.37,2,0,0
68,71,79.73,4,0,0
24,38,45.09,1,0,0
54,51,113.27,1,0,0
48,14,61.39,1,0,0
50,42,48.7,2,1,0
50,6,110.43,1,0,1
19,45,85.53,2,1,1
49,15,81.39,1,1,0
76,65,108.67,4,0,0
45,4,25.85,1,0,0
35,47,103.77,4,0,1
79,10,87.79,4,1,0
24,49,56.0,3,1,0
48,36,45.64,4,1,1
49,69,30.48,4,0,0
47,47,114.11,4,1,0
75,27,34.19,3,1,0
44,7,45.94,3,1,1
78,43,89.11,2,0,0
22,32,91.02,3,0,1
63,4,36.08,2,0,0
54,42,101.41,1,1,0
32,15,71.03,4,0,1
32,17,104.85,3,1,0
62,1,28.73,3,0,0
57,27,24.28,2,1,0
55,16,83.7,4,1,1
21,6,35.0,3,0,0
55,31,72.49,1,0,0
78,16,21.41,4,0,0
19,10,97.99,4,0,1
47,34,109.95,4,1,1
48,5,103.89,2,1,1
73,71,115.84,1,1,1
35,34,110.31,1,1,1
47,71,64.4,3,0,0
62,63,59.83,4,0,1
21,70,109.62,1,1,0
67,39,112.69,3,0,1
68,31,117.28,1,0,0
62,52,96.83,4,0,0
58,6,40.2,1,1,0
64,60,114.5,4,1,0
66,23,114.71,1,0,0
74,1,86.61,2,1,1
44,17,105.73,3,0,1
46,18,76.12,4,1,0
57,2,114.41,2,0,0
